cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score,cluster 6 gene,cluster 6 score,cluster 7 gene,cluster 7 score,cluster 8 gene,cluster 8 score,cluster 9 gene,cluster 9 score,cluster 10 gene,cluster 10 score,cluster 11 gene,cluster 11 score
Stox2,-5.7427945,Lgals1,-20.10022,Nedd8,-16.988914,Bud31,-11.034913,Dgat2,-3.3366425,Hook3,-24.201899,Slit2,-11.9951515,Acer2,-11.296568,Slc6a6,-12.603101,Setbp1,-11.864316,Tob1,-7.4852953,Atp9a,-2.287079
Podn,-5.747961,Cul3,-20.101017,Eny2,-17.00126,Acp1,-11.042742,Fam169a,-3.3432803,Rbfa,-24.214169,Yif1b,-12.00442,Pml,-11.302378,Tnfaip2,-12.605896,Cnppd1,-11.865778,Cdk9,-7.490243,Crym,-2.2874036
Sirpa,-5.765122,Ifi44,-20.12242,Krt17,-17.014921,Mycbp,-11.057655,Elavl2,-3.343567,Pitpna,-24.222406,Fopnl,-12.021904,Cpq,-11.302765,Fam76a,-12.615815,Trove2,-11.871226,Plxna1,-7.4917126,Ruvbl1,-2.2927566
Platr3,-5.781689,Gtf2f1,-20.128344,Armc1,-17.025139,Rhno1,-11.060038,BC030867,-3.3450477,Ddb1,-24.22589,Lamb2,-12.022459,Adgrg6,-11.326082,Meg3,-12.617358,Cd248,-11.873878,Dusp11,-7.494758,Wdr74,-2.293292
Gm13580,-5.786256,Gatad2a,-20.13266,Mzt1,-17.03514,Clspn,-11.063033,Ceacam1,-3.3568642,Mpp1,-24.225965,2210016L21Rik,-12.031091,Prrx2,-11.334654,Arhgef40,-12.6222315,Tecr,-11.886941,Clns1a,-7.497435,Spr,-2.2934823
Pde8a,-5.789116,Rrp36,-20.133001,Eno1,-17.042562,Rps27,-11.071801,Gngt2,-3.3579853,Sp3os,-24.257719,Nudt21,-12.031724,Calr,-11.337397,Rwdd1,-12.635037,Ube2g2,-11.892495,Rilpl2,-7.4984,Nedd8,-2.2961247
Il18,-5.80979,Fgfr1op2,-20.144224,Mtfr1,-17.046614,Vbp1,-11.075918,Brca2,-3.3584123,Mycbp2,-24.258785,Klf9,-12.0347185,Dhrs4,-11.350783,Tsc22d3,-12.64188,Top2b,-11.895124,Traf4,-7.4986653,Pdzrn3,-2.2984073
Blvrb,-5.809987,Fam46a,-20.145271,Fbxo22,-17.050354,Kars,-11.102493,Slc6a14,-3.3610165,Ubtd1,-24.260565,Abhd17c,-12.0418625,Itpr3,-11.356483,Hspg2,-12.644156,Ptpn9,-11.901715,Arpc1a,-7.5013924,Slc25a24,-2.2985685
Nkd1,-5.818534,Akap9,-20.145914,Uchl1,-17.05795,Ppp1r1a,-11.10496,Nudt14,-3.3610876,Canx,-24.289272,Atp5h,-12.046018,Rgcc,-11.35699,Arhgef28,-12.646611,Galk2,-11.910346,Rif1,-7.502035,Txn2,-2.298798
Hsf2bp,-5.8212123,Srsf2,-20.16196,Cnih4,-17.06031,Asf1b,-11.114652,Etv5,-3.3643117,Phax,-24.296843,Lpin1,-12.048776,Msrb3,-11.366937,Rbpj,-12.65989,Acaa2,-11.910854,2310011J03Rik,-7.502066,Tsc22d4,-2.2994928
Galnt10,-5.8252754,Tm9sf2,-20.181719,Metap1,-17.067848,Fh1,-11.124978,Prr15l,-3.3666072,Meis2,-24.32192,Cdc26,-12.051301,Alg5,-11.369684,Bcl3,-12.666292,Cldnd1,-11.917919,Arih1,-7.5026736,C1ra,-2.305226
Aip,-5.82774,Fastk,-20.18316,Ube2n,-17.09427,Mrpl46,-11.13156,Bcl11a,-3.3742414,Kifap3,-24.328625,Foxo3,-12.052955,Slc7a3,-11.372844,Arhgef12,-12.682209,Emb,-11.919744,Acp6,-7.505773,Mrps22,-2.3071015
Adap1,-5.8296094,Fip1l1,-20.184238,Gnai3,-17.09882,Cpsf4,-11.13397,Zfp600,-3.3747447,Jund,-24.329395,Chchd1,-12.057638,Plbd2,-11.375058,Sec61g,-12.689777,Phldb1,-11.924218,Stk11,-7.5077033,Tmem261,-2.3118505
Sars,-5.840895,Rnft1,-20.191904,Abhd6,-17.101973,Cdca2,-11.153309,1700011M02Rik,-3.3784623,Synpo,-24.345903,Tenm3,-12.061168,Zcchc24,-11.38397,Rasa3,-12.702126,Ttyh3,-11.925722,Sec24c,-7.508592,Gspt1,-2.3121586
Fah,-5.852787,Ubap2l,-20.199657,Nrk,-17.102484,Syne2,-11.185256,Nrip1,-3.3810372,Ltbp3,-24.350058,Tenm4,-12.0722065,Uso1,-11.388895,Jund,-12.7057495,Rab18,-11.947418,Pbxip1,-7.5102124,Tmem35,-2.3141642
Nisch,-5.870344,Lmnb1,-20.20834,Uxt,-17.10287,Syce2,-11.19405,Rsad2,-3.390991,Picalm,-24.363493,Impad1,-12.082014,Plin3,-11.389105,A4galt,-12.706717,Cpq,-11.960931,Tmem165,-7.5106573,Gtpbp4,-2.315194
Mink1,-5.8778257,Actl6a,-20.211275,Luc7l,-17.118692,Rabggtb,-11.198002,Cep55,-3.392529,Nr3c1,-24.373386,Fbl,-12.087195,Mal,-11.390867,Desi2,-12.711412,Snx17,-11.969018,Rnf138,-7.511617,Trps1,-2.3156714
Rbpms2,-5.889765,Ppp1r14b,-20.221249,Phc1,-17.129713,Sema3e,-11.207726,Pecam1,-3.4041893,Ddit3,-24.376657,Cemip,-12.107654,Pxdn,-11.393506,Ltbp1,-12.7219095,Msrb3,-11.970486,Mob2,-7.512101,Cxcl1,-2.3174393
Hivep3,-5.8919673,Atp13a3,-20.224674,Btf3,-17.139603,Esco2,-11.21983,Nfatc2ip,-3.406622,Arcn1,-24.385086,Ndufs4,-12.122566,Thbd,-11.39999,Gna11,-12.73378,Nab2,-11.982764,Cxxc5,-7.540261,S1pr3,-2.3232203
5730409E04Rik,-5.9038734,Pcm1,-20.246284,Prdx2,-17.140047,Smarca4,-11.219944,Elavl4,-3.4085972,1500015O10Rik,-24.400002,Bcam,-12.148233,Smarcd2,-11.40514,March7,-12.735224,Ctsh,-11.997267,Cby1,-7.54357,Fbln5,-2.3233235
Arl14epl,-5.906719,Fzr1,-20.246914,Rnf149,-17.140821,Sephs2,-11.2252245,Tnnt1,-3.4114542,Plpp2,-24.40622,Arid5b,-12.158268,Glb1,-11.433067,Fads1,-12.744892,Tmem109,-12.003409,Csk,-7.5446725,Pebp1,-2.3236997
Fxyd1,-5.9090576,Arhgap5,-20.24776,Mark2,-17.144497,Psmd14,-11.228286,Acsbg1,-3.4123976,Vamp2,-24.406988,Acyp1,-12.197351,Slc7a2,-11.43467,Zcchc6,-12.745092,Tns3,-12.005261,Diaph1,-7.545015,Tmem45a,-2.324744
Id3,-5.9314365,Sgce,-20.256418,Kif22,-17.14869,Bub1b,-11.250092,Dppa2,-3.4271727,Vta1,-24.427618,Tmem70,-12.213619,Aspn,-11.442772,Ap3s1,-12.758989,Rcn1,-12.064421,Lama5,-7.547556,Utp3,-2.3247998
Prss23,-5.9386926,Chsy1,-20.265884,Anapc13,-17.153196,Aqp3,-11.2567,Ptpn6,-3.4503891,Zcchc24,-24.430223,Mrps24,-12.217462,Mfap5,-11.443356,S1pr3,-12.7601,Ctsa,-12.067932,Sod1,-7.54965,Cobl,-2.3259122
Hoxb5os,-5.973918,Wdr61,-20.28084,Mrpl44,-17.153702,Upk3bl,-11.28561,Gm13154,-3.451459,Vim,-24.440573,Hoxb2,-12.224161,Morc4,-11.459744,Spryd3,-12.760305,Ptpn11,-12.069674,Smim12,-7.552103,Irf9,-2.3278391
Nat14,-5.977651,Tpbpa,-20.30148,Ncapd2,-17.156382,Hmgxb4,-11.290557,Acp5,-3.4546418,Ccs,-24.440811,Trim11,-12.2557335,Erlec1,-11.461722,Crtap,-12.764196,Rab14,-12.094156,Rab22a,-7.5522027,Fam173a,-2.329034
Pten,-5.978045,Rab11b,-20.302227,Rrs1,-17.161327,Kif4,-11.301067,Gstm7,-3.454956,Borcs8,-24.468737,Sil1,-12.272684,Tmem53,-11.471083,Cpt1a,-12.768002,Dab2,-12.105789,Fzr1,-7.554616,Akr1a1,-2.3300638
Btg1,-5.9794354,Nsd1,-20.32691,Pxn,-17.16921,Apoo,-11.303193,Tcof1,-3.45716,Oaz1,-24.479181,Sox12,-12.279399,Ncor2,-11.499853,Rgs10,-12.7806015,Arhgap1,-12.136922,Ssbp2,-7.555773,Gse1,-2.3301961
Vcan,-5.987763,Unc119,-20.329662,Txn2,-17.180122,Rpl34,-11.305211,Pdzk1ip1,-3.4650652,Rab22a,-24.481901,Sgpl1,-12.298182,Fam122b,-11.500413,Dennd5a,-12.781534,Arl3,-12.14831,Pten,-7.558281,Lsm10,-2.330407
Mgll,-6.0150094,Tmem5,-20.3368,4921524J17Rik,-17.184923,BC003965,-11.327513,Cdc25a,-3.477369,H2-T22,-24.49056,Arl6ip4,-12.303957,Edf1,-11.506221,Meis3,-12.784323,Mcfd2,-12.1592865,Apc,-7.5618744,Etv4,-2.331664
Bmi1,-6.0213456,Amotl1,-20.355753,Mcm4,-17.19984,Mrpl34,-11.328946,Gnl3,-3.4856288,Cdipt,-24.496492,Metrn,-12.327785,Dusp22,-11.511794,Klhl9,-12.792736,Bcl2l1,-12.167206,Nnat,-7.5636854,1810058I24Rik,-2.3332355
Lgals3bp,-6.0235057,Zcchc17,-20.357222,Tra2a,-17.213825,Gse1,-11.336821,Znrf2,-3.4866393,Commd6,-24.501837,Creld1,-12.355925,Rnf6,-11.515283,Decr1,-12.796891,Lrrc8c,-12.168084,Blmh,-7.565991,Nudt3,-2.3340914
Cys1,-6.025114,Ccdc85b,-20.39622,Nacc1,-17.221298,Znrf2,-11.354346,Cenpv,-3.4997053,Stx4a,-24.509308,Vgll4,-12.371721,Krt17,-11.539364,Sema3c,-12.797755,Irf7,-12.169147,Cldn6,-7.566735,Serpine1,-2.3343663
Zbtb7c,-6.0361366,Crebbp,-20.403809,Atp5a1,-17.22168,Tdgf1,-11.368154,Dscc1,-3.5022075,1700020I14Rik,-24.512592,Wdr83,-12.383484,Mafg,-11.544072,Sp3os,-12.799143,Sh3glb1,-12.184292,Pak1ip1,-7.5700283,Csad,-2.33521
Sep15,-6.0430136,Egfr,-20.406393,Akap12,-17.221975,Qdpr,-11.368687,Rhno1,-3.5023055,Rb1cc1,-24.52406,Ifi44,-12.386005,Klc3,-11.544521,Rp9,-12.820282,Oaz1,-12.188537,Atg101,-7.576422,Ntpcr,-2.3394153
Rnf144a,-6.0664544,Pym1,-20.42095,Nfyb,-17.225916,Susd4,-11.376707,Foxq1,-3.5101871,Cox7a2l,-24.552557,Cst3,-12.393604,Nomo1,-11.569271,Med30,-12.824472,Prx,-12.190436,Map2k4,-7.581622,Ncs1,-2.3412907
2500002B13Rik,-6.0728498,Arl8b,-20.42634,Tnks2,-17.233238,Prmt5,-11.381388,Mrpl36,-3.5108669,Pdzd11,-24.561716,Rnf169,-12.39564,Por,-11.577044,Cpq,-12.82617,Piezo1,-12.207274,Ctdnep1,-7.5822477,Cnbp,-2.3417993
Ap1s2,-6.078299,Atxn2l,-20.437906,Tgm1,-17.238178,Rab11fip1,-11.383243,Pim2,-3.511333,Sptssa,-24.562035,Bicc1,-12.40413,Eif3b,-11.578072,Gpc3,-12.850051,Npr2,-12.2138605,Cpsf2,-7.583009,Plekho2,-2.3429096
2610305D13Rik,-6.0880446,Sdccag3,-20.439478,Rbm25,-17.23842,Lsm12,-11.385013,Celsr2,-3.5118742,Atp6ap2,-24.571943,Mzt2,-12.409974,Trim25,-11.586041,Taok1,-12.861517,Zadh2,-12.214758,Chmp6,-7.584456,Ier5l,-2.3435795
Dlg4,-6.088382,Snw1,-20.445023,Rhox5,-17.241245,Smc4,-11.402023,Plvap,-3.5139844,Farp1,-24.572996,Dab2,-12.421204,Sgms1,-11.597922,Plod2,-12.867481,Surf1,-12.22582,Dcaf4,-7.587716,Fstl3,-2.3448882
Mid1ip1,-6.089415,Cops8,-20.447893,Utf1,-17.242882,Ppp5c,-11.433002,Cldn9,-3.515524,Hexb,-24.601372,Irs1,-12.434204,Anapc2,-11.615057,Tcta,-12.875298,Ssna1,-12.2267685,Phldb2,-7.594089,Gm15867,-2.3459675
Hrct1,-6.0932984,Slc39a1,-20.45655,Snrnp70,-17.252111,Alpl,-11.440413,Gca,-3.520782,Emb,-24.628796,Zfp57,-12.440779,H6pd,-11.622217,Ppp1r15a,-12.880287,Tcf12,-12.239756,Dazap2,-7.5976024,Krt14,-2.3491764
Zic5,-6.096484,Sf1,-20.45685,Prpsap1,-17.252237,Rpf1,-11.443768,Col18a1,-3.5226622,Fam198b,-24.634644,Scoc,-12.450611,Cers5,-11.630405,Dnajc1,-12.881294,Atp11a,-12.288233,Phrf1,-7.602112,Dynlt3,-2.3504066
Sardh,-6.110444,Lmo4,-20.460728,Nars,-17.264166,Gabarapl2,-11.444024,Nek2,-3.537095,Plekhj1,-24.6385,Eda2r,-12.463558,Tgm1,-11.640599,Ctsf,-12.88741,Casp8,-12.2965355,Flrt2,-7.603089,Jag1,-2.3509648
Phxr4,-6.11265,Mrps16,-20.473585,Farsb,-17.279957,Arap2,-11.468869,Kcnk5,-3.551091,Scpep1,-24.657522,Ahi1,-12.467644,Kdf1,-11.661741,Glrx5,-12.891383,Ncstn,-12.301131,2810004N23Rik,-7.6034822,Gnl3l,-2.3534894
Xbp1,-6.1147614,Bicc1,-20.474977,Fasn,-17.288523,Zfp462,-11.471258,Tead2,-3.553095,Ap2b1,-24.657986,Elovl6,-12.479221,Dnajb1,-11.661914,Mgll,-12.895153,Nexn,-12.304395,Bex2,-7.603927,Rpp30,-2.3541095
Tmem44,-6.1262774,Pin4,-20.482903,Usp7,-17.289198,Dsc2,-11.475526,Reep4,-3.5617929,Oat,-24.661028,Ube2d1,-12.483604,Ipo4,-11.665286,Ankrd50,-12.897163,Tmem123,-12.31705,Dusp9,-7.6041794,Tsen15,-2.354426
Slc2a8,-6.1270967,Ldha,-20.484568,Oxa1l,-17.289728,Hspbp1,-11.4878235,Platr17,-3.563424,Pja2,-24.674372,Impdh1,-12.488551,Zmpste24,-11.667363,Dcun1d5,-12.899217,Slc35b2,-12.326319,Eif4b,-7.6060076,Sap30,-2.355584
BC028528,-6.127713,Lrrc32,-20.487398,Cep57,-17.291588,Hist1h2ae,-11.507504,Fam187b,-3.5666823,Perp,-24.720789,Pten,-12.493466,Sh3d19,-11.686174,Cyth3,-12.911169,C1ra,-12.348002,Usp47,-7.606037,Pid1,-2.3564107
Scoc,-6.1434765,Man1a2,-20.488468,Pvrl2,-17.29229,Epb41l4aos,-11.50821,Tom1l1,-3.5674543,Usp22,-24.723082,Ssrp1,-12.496599,Chpf2,-11.693148,Prl2c5,-12.91457,Ctbp1,-12.350137,Acly,-7.606181,Arpc5l,-2.3587182
Sgpp1,-6.1507993,Zfp36,-20.49849,Ppp2ca,-17.321152,Rtn1,-11.509411,Smtnl1,-3.5684433,Zfp36,-24.724216,Zfp637,-12.527138,Rusc2,-11.694803,Lgmn,-12.940071,Ufm1,-12.363156,4921524J17Rik,-7.6101274,A430105I19Rik,-2.3600001
Dtnbp1,-6.159089,Igfbp5,-20.506285,Pmpca,-17.339455,Rpl7,-11.515404,Cox7a1,-3.5744836,Eif4a1,-24.731913,Kif1a,-12.52746,Mfsd1,-11.70318,Kctd11,-12.9809675,Gdpd5,-12.363303,Kras,-7.611346,Marveld1,-2.3606617
Serpinb9g,-6.159754,Creld2,-20.50839,Cox18,-17.34244,Ptprf,-11.515425,Zbtb10,-3.5787516,Psmb8,-24.735064,Twist1,-12.534837,Cd2ap,-11.705584,Gatsl3,-12.982544,A430105I19Rik,-12.370635,Fdft1,-7.612405,Unc93b1,-2.3610318
Samd9l,-6.169553,Ero1l,-20.516747,Ddx56,-17.348623,Tmc4,-11.519713,Ppargc1b,-3.5929544,Col4a1,-24.74181,Oxa1l,-12.545853,Rb1cc1,-11.705741,Vamp5,-12.988389,Atp5o,-12.371539,Ssh1,-7.6210513,Rgcc,-2.3631988
Usp26,-6.1721797,Tfg,-20.521147,Ddx42,-17.350657,Prim1,-11.542933,2810004N23Rik,-3.5972896,Smu1,-24.742653,Hsd17b12,-12.548569,Lad1,-11.706136,Ube3a,-12.99616,Frmd6,-12.371629,Ctr9,-7.621064,Dynll1,-2.363976
Slco3a1,-6.1795874,Adam19,-20.52277,Mettl1,-17.368591,Nrm,-11.543663,Lypd3,-3.5997994,Acaa2,-24.74466,Sfrp1,-12.551251,Tbc1d10a,-11.707859,Cttnbp2nl,-12.996299,Drap1,-12.373108,Jtb,-7.624634,Pkp2,-2.3667383
Cxx1a,-6.180181,Zc3hav1,-20.527622,Mcm7,-17.396587,Cit,-11.550771,Slc39a8,-3.600876,Gnl1,-24.745054,Smpdl3a,-12.563047,Rars,-11.714174,Oaf,-13.009881,Ccser2,-12.379437,Pgpep1,-7.625465,Tax1bp1,-2.372567
Lamb2,-6.18768,Mrpl33,-20.553082,Tmem167,-17.399242,Slc38a4,-11.559687,Adgrf5,-3.6059165,Trp53inp1,-24.753782,Ccdc107,-12.581325,Nbl1,-11.729433,Esyt1,-13.010604,Gm28875,-12.383909,Rras,-7.6286564,Mrpl16,-2.3728707
Tet1,-6.2109547,Hells,-20.561224,Pop4,-17.41888,Naa50,-11.562826,Eps8l1,-3.614318,Tpm3,-24.756819,Cpt1a,-12.596567,Filip1l,-11.74048,Phf21a,-13.015454,Blcap,-12.453592,Lig1,-7.6311545,Fars2,-2.3743925
Fbxo32,-6.2115293,Agrn,-20.569729,Itgb3bp,-17.420605,Gtse1,-11.583204,Srrm4os,-3.6169536,Ninj1,-24.765676,Ccdc122,-12.596741,Hsd17b11,-11.743448,Ifngr1,-13.016973,Rgs16,-12.457623,Srebf2,-7.635377,Ccdc107,-2.3763773
Nlgn2,-6.229407,Mgat1,-20.576477,Cebpzos,-17.42965,Tpm3,-11.595457,Sigirr,-3.6234787,Ctdsp2,-24.770153,P4ha3,-12.604365,Blvrb,-11.751137,Tspan3,-13.02653,Itpkb,-12.461258,Chchd5,-7.637576,Cdo1,-2.3835208
G6pdx,-6.234519,Spin1,-20.577494,Galk1,-17.438662,Celsr1,-11.617989,Ankrd37,-3.6255796,Thra,-24.776972,Fkbp14,-12.611595,Tor1aip2,-11.75258,Il17rc,-13.035526,Rilpl1,-12.471699,Ppp1r15a,-7.638637,Cdon,-2.3853693
Prdx1,-6.237674,Sdhd,-20.5875,Hmgxb4,-17.44093,Msh2,-11.618299,H1fx,-3.632254,Tmem70,-24.77798,Slc25a39,-12.611888,Gm8730,-11.761699,Mrpl33,-13.043067,Ikbip,-12.47351,Nacc1,-7.6397724,Atp5a1,-2.3863492
Fam20c,-6.250511,Dnmt1,-20.591564,Larp4,-17.442068,Baz2a,-11.626334,Cmss1,-3.6323671,2410015M20Rik,-24.794361,Iah1,-12.62448,Copb2,-11.768266,Crebbp,-13.064671,Trafd1,-12.510269,Trnau1ap,-7.644351,Cetn2,-2.386585
Dennd5a,-6.252061,Oaz1,-20.597498,Tbrg1,-17.451176,Pes1,-11.6815605,Mt3,-3.6337147,Ppp1r15a,-24.797316,Rpl6l,-12.62483,Etv5,-11.769346,Csnk1e,-13.068726,Apbb2,-12.5170355,Nop58,-7.649077,1700021F05Rik,-2.386736
Mthfd2,-6.267643,Llgl2,-20.599707,Diaph1,-17.463747,Kif23,-11.681964,Mb21d2,-3.6353395,Flot2,-24.811321,Srp72,-12.642595,Smtn,-11.776814,Nfat5,-13.069731,Eif3i,-12.531146,Clptm1,-7.649078,Ccdc122,-2.3875153
Ptprs,-6.2732415,Tsn,-20.609756,Zrsr2,-17.47835,Elp5,-11.711643,Cdc6,-3.6426656,Sh3pxd2a,-24.83793,Erlec1,-12.653807,Tmem127,-11.782317,Ogfr,-13.076202,Ano10,-12.541696,Agtrap,-7.6497397,Ift43,-2.3906105
Fam195a,-6.274069,Ifi30,-20.613253,Mthfd1,-17.479782,Nubp2,-11.711884,U2surp,-3.6436648,Fam96b,-24.845804,Ghr,-12.661212,Nckap1,-11.785635,P3h3,-13.080541,Ap2s1,-12.542797,Ppp6r3,-7.651322,Parp1,-2.3907347
Pfn2,-6.2782426,Xpo1,-20.638239,Nrip1,-17.480928,Pard6b,-11.714692,Mbp,-3.6508362,Map4k4,-24.846127,Ripk3,-12.666123,Ftl1,-11.789829,Gnai3,-13.082113,Ift20,-12.565817,Ik,-7.6515985,Mrpl51,-2.3907719
Pde4a,-6.2862916,Bola1,-20.639265,Diablo,-17.481396,Tyms,-11.7325735,Greb1,-3.6582086,Pgm2,-24.852531,Sox4,-12.687229,Ctsf,-11.803251,Ctsa,-13.089299,Exoc4,-12.576015,Mob4,-7.651885,Slc9a3r1,-2.395219
Dixdc1,-6.286347,Rabep1,-20.64597,Nup43,-17.483395,Ahsa1,-11.74615,Fras1,-3.675036,Slc6a8,-24.868366,Tns1,-12.689196,Ripk3,-11.805507,Amot,-13.093038,P4ha2,-12.584289,Kdm1a,-7.656957,Wnk1,-2.3977208
Dppa3,-6.2929754,Dnajc19,-20.649557,Pllp,-17.484516,Tmcc3,-11.75706,Guk1,-3.6756265,Stau1,-24.878784,Ndufb8,-12.709708,Klf4,-11.806113,Thra,-13.103421,Mapre3,-12.605997,Igbp1,-7.6594687,Polr2i,-2.398424
Sh3pxd2a,-6.301607,Cenpa,-20.650719,Uri1,-17.486555,Mpdu1,-11.76866,Qdpr,-3.680376,Slc38a4,-24.881935,Etfa,-12.716096,Ano1,-11.830916,Gpc1,-13.12223,Rb1cc1,-12.606554,Lage3,-7.660091,Exosc4,-2.4004667
Fosl1,-6.3018,Eif3b,-20.653032,Psmd1,-17.492716,Foxj1,-11.772538,Mirt1,-3.6828341,C1qtnf6,-24.89183,Pdzrn3,-12.7215185,Hras,-11.846384,Plxna1,-13.137291,Lmod1,-12.608868,Rnf149,-7.6602592,Rab34,-2.4038553
Tnfsf11,-6.3176365,Hnrnpa2b1,-20.658371,Tbc1d1,-17.504854,Ppp1r11,-11.777939,Acvr1b,-3.685609,Galk1,-24.901377,Aig1,-12.76541,Ddost,-11.848241,Phldb1,-13.141222,Sdhb,-12.625922,Gadd45b,-7.6656857,Tfap2c,-2.4061172
Alg13,-6.3195343,Arpc5,-20.659966,Dnajc11,-17.521708,Ripk4,-11.778069,Traip,-3.6878736,Yipf4,-24.909601,Adcy6,-12.776474,Unc5b,-11.851359,C1ra,-13.142708,Aes,-12.627442,Nek6,-7.6667275,Bbc3,-2.4070663
Reep1,-6.3233104,Cbfb,-20.662056,Eif1ax,-17.523766,Ppih,-11.801307,Tuba8,-3.6913226,Tmed2,-24.914852,Plekhf1,-12.782686,Lamtor4,-11.860518,Rraga,-13.156784,Mtfr1l,-12.628766,Pik3r1,-7.6742973,4930523C07Rik,-2.4073453
Rnft1,-6.3346276,Itga6,-20.669062,Itga3,-17.534027,Srrt,-11.80873,Cdc7,-3.6994588,Peg3,-24.920515,Zfp618,-12.783983,Slc31a2,-11.86295,Ddr2,-13.159131,Heg1,-12.639052,Pmepa1,-7.6744475,Peak1,-2.4088197
Fam92a,-6.347486,Cmc2,-20.675413,Orc2,-17.549644,Cd109,-11.816037,Cenpu,-3.7043743,Tmed4,-24.922392,Irf2bp2,-12.786013,Cdcp1,-11.871059,Vcp,-13.160421,Dlgap4,-12.656527,Zcchc6,-7.6744876,Ckmt1,-2.4088216
Slc39a1,-6.351733,Igf2bp2,-20.690023,Rbbp6,-17.556074,Krtcap3,-11.831626,Coa7,-3.7081673,Cltc,-24.953117,Ict1,-12.787191,Tcf7l1,-11.877826,Fam214b,-13.169285,Adam23,-12.667053,Tmem245,-7.681576,C330006A16Rik,-2.4115508
Sav1,-6.3574166,Ywhaq,-20.701847,Hnrnpa0,-17.560495,Thbs3,-11.836396,Tesc,-3.7106056,Cuedc1,-24.956093,Dhrs7,-12.80895,Bcl10,-11.885339,Crk,-13.1693125,Hmga2,-12.7154875,Snrnp27,-7.68371,Tsc22d1,-2.4153159
Plce1,-6.3595057,Fnbp1l,-20.71371,U2surp,-17.580128,Cyb5a,-11.841104,Atad5,-3.7127857,Crk,-24.967487,Ncs1,-12.811439,Dgka,-11.908328,Sspn,-13.172016,Pts,-12.731104,Lamb1,-7.684443,Rrp9,-2.4191346
Srp14,-6.364407,Pcgf5,-20.715225,2410004B18Rik,-17.583479,Gtf2f1,-11.854023,Tmprss5,-3.71396,Dhrs3,-24.975853,Pdk3,-12.81725,Rnf149,-11.908561,Hipk3,-13.182968,Atp6v0b,-12.7343,Thap11,-7.6879525,Tns3,-2.4196103
Nfatc2ip,-6.3818693,Lsm7,-20.739882,Dsg2,-17.58566,Tmem199,-11.866351,Msx2,-3.7208567,Fbln5,-24.977058,Cpne3,-12.82643,Ankrd1,-11.922029,Hist1h1c,-13.218802,Cdk14,-12.752006,Thap3,-7.6922054,Hsd17b10,-2.4230094
Smarcd3,-6.3886156,Cdk1,-20.747421,Plekhf2,-17.598425,Amd1,-11.871573,1700042O10Rik,-3.7225292,Nubp1,-24.98851,R3hcc1,-12.838653,Tnfrsf11b,-11.92657,Clip1,-13.220548,Dusp3,-12.752748,Crk,-7.694723,App,-2.4251058
Elovl6,-6.393098,Mphosph8,-20.750137,Rad23b,-17.601995,Cited1,-11.873219,Skp2,-3.7328682,Psmc4,-25.008902,Cuedc1,-12.838672,Abcc1,-11.927662,Plat,-13.268125,Itga5,-12.759675,Sgta,-7.6951923,Ebf1,-2.4314098
Acp6,-6.394351,Abce1,-20.767805,Raver1,-17.608248,Cox6b1,-11.893462,Gm26829,-3.7328777,Abhd11os,-25.026989,Pcdh7,-12.849993,Plet1,-11.944105,Gnaq,-13.279295,Sat1,-12.765246,Rab4a,-7.701243,Polr3k,-2.4347532
Nr1d2,-6.394976,Suco,-20.776546,Errfi1,-17.608524,Mdk,-11.895913,Elovl7,-3.7362897,Clcn4,-25.028038,Kdelr3,-12.874593,Nid2,-11.968223,Nucb2,-13.280552,Tmem30a,-12.782174,Ccdc115,-7.705481,Nfatc4,-2.4376166
Cd9,-6.4025683,Atp5g3,-20.783434,Gtf2f2,-17.620462,Ano1,-11.906604,Tamm41,-3.7364664,Mlf2,-25.028746,Tmpo,-12.885385,Tcf7l2,-11.969645,Map4,-13.28185,Meis1,-12.782787,Cnbp,-7.710064,Crb3,-2.440809
Snhg20,-6.409987,Ash1l,-20.785128,Cyb5r4,-17.622913,Xrcc1,-11.910506,Fam25c,-3.738379,Ctps,-25.029991,Plxna1,-12.886164,1600002K03Rik,-11.973357,Pcyox1,-13.307305,Arpin,-12.787429,Srp68,-7.7110143,Cox19,-2.4415822
Rps12,-6.4127584,Gpat4,-20.792198,Cdc5l,-17.626276,Parl,-11.911754,Aldh3b2,-3.742062,Ndufab1,-25.03307,Scara3,-12.892146,Gadd45a,-11.983749,Pgp,-13.315577,Aplp2,-12.797546,Fxr2,-7.7189193,Mrpl22,-2.4436355
Scarf2,-6.414797,Fblim1,-20.792871,Echs1,-17.627089,Sox2,-11.925947,Atp2c2,-3.744976,Rhox9,-25.036121,Pid1,-12.939646,Itga3,-11.999749,Crabp2,-13.324138,Basp1,-12.809521,Rangap1,-7.7198043,Pir,-2.4439373
Efnb1,-6.4193077,Pole3,-20.802359,Sf3a2,-17.632666,Eif2b1,-11.930032,Mybl2,-3.7543955,Zfp503,-25.04225,Pmf1,-12.939858,Kdsr,-12.00113,Sec24d,-13.327717,Akap13,-12.812293,Ctps,-7.720118,Acat2,-2.4448366
